song_id,name,artist_name,album,duration_ms,track_number,artist_follower,album_popularity,artist_popularity,release_date,crawl_date,song_popularity,genres
2jaapqz7L9MpMf7vpkqU9I,Smoothie,NCT DREAM,DREAM( )SCAPE,188080,2,7604621,70,74,25/3/2024,1/4/2024,68,['k-pop boy group']
11sirgYaEutV40tkvgpHN6,NEURON (with Gaeko & YOON MIRAE),j-hope,HOPE ON THE STREET VOL.1,273290,6,17174554,74,72,29/3/2024,1/4/2024,73,"['k-pop', 'k-rap']"
4lR8sYGMGZPvthF2yUfo7T,Smart,LE SSERAFIM,EASY,166384,4,4785169,87,82,19/2/2024,1/4/2024,87,['k-pop girl group']
0PBTlQ84CBJF0tBnKGmQa6,FRI(END)S,V,FRI(END)S,148082,1,17572291,87,83,15/3/2024,1/4/2024,91,"['j-division', 'korean ost']"
55W3ONBbW98Cqvk0ZIoaKR,Emptiness,BoA,Emptiness,186866,1,816479,48,54,26/3/2024,1/4/2024,54,['k-pop']
0y0uzuB1HxljAY2j0tLETp,Fancy - Spotify Singles,STAYC,Fancy - Spotify Singles,193277,1,1781206,60,63,15/3/2024,1/4/2024,67,"['k-pop', 'k-pop girl group']"
60JZB9waHUPWJTGbYO6kDB,STUPID IN LOVE (feat. HUH YUNJIN of LE SSERAFIM),MAX,STUPID IN LOVE (feat. HUH YUNJIN of LE SSERAFIM),173336,1,891889,73,70,9/2/2024,1/4/2024,79,"['singer-songwriter pop', 'teen pop', 'viral pop']"
2vNPGH1x5ZwxTjlvzLCyc2,Fate,(G)I-DLE,2,161546,6,8777390,79,77,29/1/2024,1/4/2024,73,['k-pop girl group']
2O4Bb2WCkjlTPO827OnBMI,EASY,LE SSERAFIM,EASY,164545,2,4785169,87,82,19/2/2024,1/4/2024,88,['k-pop girl group']
6MEtGumgTXWquxH35osvEC,Nectar,THE BOYZ,THE BOYZ 2ND ALBUM [PHANTASY] Pt.3 Love Letter,184373,1,2844138,60,60,18/3/2024,1/4/2024,64,"['k-pop', 'k-pop boy group']"
6je5cTal6PyeITNrOzkCoS,Welcome to the Show,DAY6,Fourever,217067,1,3192322,67,66,18/3/2024,1/4/2024,65,"['k-pop', 'k-pop boy group']"
2t3F6nsQqEw60KT8ma8dm4,Rooftop,YooA,Borderline,168653,1,128098,56,48,14/3/2024,1/4/2024,61,['k-pop']
3ajU531gR5fW71wqsw4tFX,i wonder... (with Jung Kook of BTS),j-hope,HOPE ON THE STREET VOL.1,163598,2,17174554,74,72,29/3/2024,1/4/2024,69,"['k-pop', 'k-rap']"
1aKvZDoLGkNMxoRYgkckZG,Magnetic,ILLIT,SUPER REAL ME,160688,2,279614,80,68,25/3/2024,1/4/2024,82,['k-pop']
5cvwFPDokfdI6T7O0HgzuM,His Car Isn't Yours,WENDY,Wish You Hell - The 2nd Mini Album,184053,2,906981,65,62,12/3/2024,1/4/2024,61,"['k-pop', 'korean pop']"
6aPXjtda2SdTi8rAcFlrOS,Birth,ARTMS,<Pre 1 : Birth>,162373,1,47510,50,39,29/3/2024,1/4/2024,57,['k-pop']
1riVuC1J7WRgJhG5WrtXI4,"PITAPA (Feat. pH-1, JUNNY)",Dynamicduo,2 Kids On The Block - Part.3,206173,5,209497,38,55,28/3/2024,1/4/2024,38,"['k-rap', 'korean r&b']"
4NZZdFybgGq1Xwx4wq2BdB,SUPERWOMAN,UNIS,The 1st Mini Album 'WE UNIS',188133,1,40438,56,44,27/3/2024,1/4/2024,55,['k-pop']
2vNPGH1x5ZwxTjlvzLCyc2,Fate,(G)I-DLE,2,161546,6,8777390,79,77,29/1/2024,1/4/2024,73,['k-pop girl group']
7liPa1ogr6uKLBBfuKuCJh,The knight who can't die and the silk cradle,LUCY,The knight who can't die and the silk cradle,248613,1,222989,46,50,20/3/2024,1/4/2024,52,['korean superband']
4LMJ8X3a5hNA508YBUJnie,Phobia,Seungmin,I'm the Queen in This Life (Original Soundtrack) Part.2,173480,1,161400,61,52,15/3/2024,1/4/2024,67,['k-pop']
0ObH6HhEWiI2kXBJ4tusbQ,i don't know (with HUH YUNJIN of LE SSERAFIM),j-hope,HOPE ON THE STREET VOL.1,183149,4,17174554,74,72,29/3/2024,1/4/2024,65,"['k-pop', 'k-rap']"
67ZvVtW278IHsAxnzglQt4,We Don’t Stop,xikers,HOUSE OF TRICKY : Trial And Error,189441,2,346779,60,55,8/3/2024,1/4/2024,57,['k-pop boy group']
2t3F6nsQqEw60KT8ma8dm4,Rooftop,YooA,Borderline,168653,1,128098,56,48,14/3/2024,1/4/2024,61,['k-pop']
11sirgYaEutV40tkvgpHN6,NEURON (with Gaeko & YOON MIRAE),j-hope,HOPE ON THE STREET VOL.1,273290,6,17174554,74,72,29/3/2024,1/4/2024,73,"['k-pop', 'k-rap']"
6aPXjtda2SdTi8rAcFlrOS,Birth,ARTMS,<Pre 1 : Birth>,162373,1,47510,50,39,29/3/2024,1/4/2024,57,['k-pop']
2RrssjxGKweZ7aNWgdqpSR,White night,Kim Feel,White night (The Last 10 Years X Kim Feel),235508,1,110816,17,46,29/3/2024,1/4/2024,22,['korean pop']
6AvIzestq6QF6T3nMoYHeF,SISI,SOI,SISI,133576,1,139,11,11,29/3/2024,1/4/2024,16,['k-pop']
4BBsQYTDKXRLcoGrzD81zd,2024 Monthly Yoon March - mm (with Jo Yeonho),Yoon Jong Shin,2024 Monthly Yoon March - mm (with Jo Yeonho),266146,1,70044,10,40,29/3/2024,1/4/2024,15,['korean pop']
71bh5oIAVtD3IbbhPsZklQ,Night of Walking,ALi,"Wonderful World (Original Television Soundtrack), Pt.4",227893,1,7444,7,28,29/3/2024,1/4/2024,11,"['k-pop', 'korean worship']"
2pPe9prGTisz5DlluN0y3K,Goodbye,SoYeon,Goodbye,228920,1,1975,7,18,29/3/2024,1/4/2024,11,['k-pop']
1wfNuhQNBGkisaCknJPbfr,Sweet Venom (Seeb Remix),ENHYPEN,Sweet Venom (Seeb Remix),171829,1,8252594,45,78,29/3/2024,1/4/2024,51,"['anime', 'k-pop boy group']"
0guaStWjhEAoYmvOi9sRLF,Dive in Love,Taeha,Dive in Love,219416,1,1108,12,5,29/3/2024,1/4/2024,17,['k-pop']
2jaapqz7L9MpMf7vpkqU9I,Smoothie,NCT DREAM,DREAM( )SCAPE,188080,2,7604621,70,74,25/3/2024,1/4/2024,68,['k-pop boy group']
3ajU531gR5fW71wqsw4tFX,i wonder... (with Jung Kook of BTS),j-hope,HOPE ON THE STREET VOL.1,163598,2,17174554,74,72,29/3/2024,1/4/2024,69,"['k-pop', 'k-rap']"
1aKvZDoLGkNMxoRYgkckZG,Magnetic,ILLIT,SUPER REAL ME,160688,2,279614,80,68,25/3/2024,1/4/2024,82,['k-pop']
0LW6E8rEAltX9Svci5M3Z1,Hope,H.O.T.,Resurrection - The 3rd Album,260626,1,65456,36,37,1/9/1998,1/4/2024,41,['classic k-pop']
3VuQoOFwJdcQ5IOamXlWZa,Couple,SECHSKIES,Special,250066,2,142433,35,33,3/10/1998,1/4/2024,41,"['classic k-pop', 'k-pop', 'k-pop boy group']"
2OFK4w8BI3gU4kn0ieHSJc,거짓말 Lie,god,Chapter 3,242333,4,32950,0,30,15/11/2000,1/4/2024,0,"['classic k-pop', 'k-pop boy group']"
10dxjxvKWTuJmG6vBKMz8j,Ruby,Fin.K.L,Fine Killing Liberty : Blue Rain,251973,4,34256,35,30,25/5/1998,1/4/2024,33,"['classic k-pop', 'k-pop girl group']"
2I0ZI9OGrihh0Dbn8RVSr8,Com` Back,SECHSKIES,Com` Back,232160,1,142433,29,33,9/9/1999,1/4/2024,31,"['classic k-pop', 'k-pop', 'k-pop boy group']"
5uvNlHJPu9mOcYT64rxRbl,Wild Eyes,SHINHWA,"HEY, COME ON! - The 4th Album",201866,4,290350,34,42,1/6/2001,1/4/2024,38,"['classic k-pop', 'k-pop', 'k-pop boy group']"
5Qy3PCR9u6KeNAjRV405uv,너를 사랑해,S.E.S.,SHOO. EUGENE. SEA - The 2nd Album,216133,4,71716,41,38,23/11/1998,1/4/2024,36,"['classic k-pop', 'k-pop girl group']"
2lo3hI7t1AQCCoeqrxYexu,Now,Fin.K.L,Now,211426,1,34256,29,30,16/10/2000,1/4/2024,34,"['classic k-pop', 'k-pop girl group']"
5VOTPW5potAFI9gH3QrjV5,"Hey, Come On!",SHINHWA,"HEY, COME ON! - The 4th Album",208440,2,290350,34,42,1/6/2001,1/4/2024,29,"['classic k-pop', 'k-pop', 'k-pop boy group']"
2ppv5E2a22qoXwYdL6GjvS,Full of happiness,H.O.T.,Wolf And Sheep,211373,5,65456,36,37,5/7/1997,1/4/2024,38,['classic k-pop']
6whFRgwg7je2SYzpSfansM,Dreams Come True,S.E.S.,SHOO. EUGENE. SEA - The 2nd Album,245773,2,71716,41,38,23/11/1998,1/4/2024,45,"['classic k-pop', 'k-pop girl group']"
3b0Bt0CBAEesLLO0CifT5r,T.O.P. (Twinkling Of Paradise),SHINHWA,T.O.P - The 2nd Album,281760,3,290350,31,42,1/10/1999,1/4/2024,34,"['classic k-pop', 'k-pop', 'k-pop boy group']"
30n30ec51A8XNUcuT4g6w2,This Time Around (feat. (G)I-DLE),Jennifer Lopez,This Time Around (feat. (G)I-DLE),238500,1,12696202,55,76,15/3/2024,1/4/2024,61,"['dance pop', 'pop', 'urban contemporary']"
5Y1JLn2xFudNJolHkvoTXk,Slow Motion,Matt Champion,Slow Motion,165653,1,157063,68,60,8/3/2024,1/4/2024,74,['bedroom pop']
20zQ5Kf2lZA1awa8csGNdJ,Only One,VCHA,Only One,176030,1,286251,59,56,15/3/2024,1/4/2024,64,['k-pop']
2HPWrzo08BqVptseRrk2GI,Blooming just for you,NuNew,Blooming just for you,207453,1,295791,48,52,5/3/2024,1/4/2024,54,['t-pop']
60JZB9waHUPWJTGbYO6kDB,STUPID IN LOVE (feat. HUH YUNJIN of LE SSERAFIM),MAX,STUPID IN LOVE (feat. HUH YUNJIN of LE SSERAFIM),173336,1,891889,73,70,9/2/2024,1/4/2024,79,"['singer-songwriter pop', 'teen pop', 'viral pop']"
3X8L4DUPjLUE1cr8omydPT,I GOT YOU (Feat. Lauv),TWICE,I GOT YOU (Voyage ver.),184346,1,19828409,67,81,6/2/2024,1/4/2024,65,"['k-pop', 'k-pop girl group', 'pop']"
7cvtsCXaLRyBmDgrtDCfxa,harmless (Feat. CHANMINA),BOBBY,Sir.Robert,183866,4,885283,53,51,28/2/2024,1/4/2024,51,['k-pop']
1hkeifGMiDQjXlvAsIoDaa,All Night (feat. Saweetie),IVE,All Night (feat. Saweetie),197763,1,3848533,65,74,19/1/2024,1/4/2024,71,['k-pop girl group']
3mhrwbSKg78tx8Klzal2mC,My Love,Seo In Guk,My Love,183985,1,144949,32,44,2/3/2024,1/4/2024,38,['korean pop']
1jQr59cbLRE73yZOjPnG8e,VOoDOo BOogie,1999 WRITE THE FUTURE,hella (˃̣̣̥╭╮˂̣̣̥) ✧ ♡ ‧º·˚,167650,23,27781,63,54,9/2/2024,1/4/2024,44,['k-pop']
4up9NcBZM7WhYik9jYtQU1,Back In Love,Kim MinSeok,Back In Love,195403,1,27849,37,40,10/1/2024,1/4/2024,43,"['k-pop ballad', 'korean pop']"
4eag7riq6HCiMUNX3B8jL4,KrOWN_Jay Park,Jay Park,KrOWN Audio liner,1500,1,2047681,3,64,28/12/2022,1/4/2024,6,"['k-pop', 'k-rap', 'korean r&b']"
11sirgYaEutV40tkvgpHN6,NEURON (with Gaeko & YOON MIRAE),j-hope,HOPE ON THE STREET VOL.1,273290,6,17174554,74,72,29/3/2024,1/4/2024,73,"['k-pop', 'k-rap']"
1riVuC1J7WRgJhG5WrtXI4,"PITAPA (Feat. pH-1, JUNNY)",Dynamicduo,2 Kids On The Block - Part.3,206173,5,209497,38,55,28/3/2024,1/4/2024,38,"['k-rap', 'korean r&b']"
3ajU531gR5fW71wqsw4tFX,i wonder... (with Jung Kook of BTS),j-hope,HOPE ON THE STREET VOL.1,163598,2,17174554,74,72,29/3/2024,1/4/2024,69,"['k-pop', 'k-rap']"
4D6ouoAWdowHMBWkRF1yZR,Trap Talk,Leellamarz,3=1,153402,1,172268,46,54,21/2/2024,1/4/2024,45,"['k-rap', 'korean r&b']"
0ObH6HhEWiI2kXBJ4tusbQ,i don't know (with HUH YUNJIN of LE SSERAFIM),j-hope,HOPE ON THE STREET VOL.1,183149,4,17174554,74,72,29/3/2024,1/4/2024,65,"['k-pop', 'k-rap']"
6MLqJL9Rp0rhTt7ELiprJ8,Another One (feat. The Quiett & BRADYSTREET),Yammo,Found Footage,150191,19,1064,18,15,27/3/2024,1/4/2024,23,['k-pop']
2iSkLo11WjyzRVdxeSMkCf,HELIOT EMIL,CHANGMO,Wonderful Days,138106,2,321623,47,56,30/1/2024,1/4/2024,47,"['k-rap', 'korean r&b']"
2Qvr1LlQyKexI7eCUm1l6x,"PORN FLICK (Feat. YANGHONGWON, Street Baby) (Prod. Matt)",Swings,Upgrade V,213173,4,90374,44,43,8/3/2024,1/4/2024,40,['k-rap']
7zrFf4bEHTlmQFbLtvkNsh,"Trading Places (Feat. DeVita, Jay Park)",DJ Wegun,roaming.,167124,3,14254,35,31,10/3/2024,1/4/2024,38,['k-rap']
05QXjyZgsAq6J84J6SlbyV,XXL,YOUNG POSSE,XXL EP,152865,2,80069,56,49,20/3/2024,1/4/2024,59,['k-pop']
7z45AkgscpK9Vh5WyfF3iP,Fake Happy,Seori,Fake Happy,170746,2,313417,50,58,21/3/2024,1/4/2024,52,['korean r&b']
0PBTlQ84CBJF0tBnKGmQa6,FRI(END)S,V,FRI(END)S,148082,1,17572291,87,83,15/3/2024,1/4/2024,91,"['j-division', 'korean ost']"
7x9aauaA9cu6tyfpHnqDLo,Seven (feat. Latto),Jung Kook,Seven (feat. Latto),184400,2,13650607,81,86,14/7/2023,1/4/2024,85,['k-pop']
2gyCwrOcC6JBoaJ8JGJ7T8,To. X,TAEYEON,To. X - The 5th Mini Album,170386,1,2829821,71,67,27/11/2023,1/4/2024,75,['k-pop']
2AZhHsWsunXGXKIWioeM6Y,I Hate You (2024) - Spotify Singles,SHOWNU X HYUNGWON (MONSTA X),I Hate You (2024) - Spotify Singles,164026,1,54675,58,48,29/2/2024,1/4/2024,64,['k-pop']
453YZHIyNa6KzWF3ouoiVF,Happy Tears,4BOUT,Happy Tears,173880,1,12553,25,30,26/3/2024,1/4/2024,31,['korean r&b']
2N0SPREDYqILVEFSsWF5N5,Love Me Again,V,Layover,182293,2,17572291,83,83,11/8/2023,1/4/2024,88,"['j-division', 'korean ost']"
5juCu4WFTFRZ2XilopAMTy,Bam Yang Gang,BIBI,Bam Yang Gang,146197,1,1363562,73,68,13/2/2024,1/4/2024,76,"['k-pop', 'korean r&b']"
3k6q0O9JnO2GhvD6C8fs20,Closer Than This,Jimin,Closer Than This,223302,1,7784876,78,81,22/12/2023,1/4/2024,84,['k-pop']
6ehWdR7cGDXnT7aKEASJxE,3D (feat. Jack Harlow),Jung Kook,3D (feat. Jack Harlow),201812,1,13650607,76,86,29/9/2023,1/4/2024,81,['k-pop']
0a4MMyCrzT0En247IhqZbD,Hype Boy,NewJeans,NewJeans 1st EP 'New Jeans',179026,2,7598830,81,80,1/8/2022,1/4/2024,80,"['k-pop', 'k-pop girl group']"
6TBJkXHPhu3EsMk1bshwuI,ONLY,LeeHi,4 ONLY,240906,10,1702696,72,65,9/9/2021,1/4/2024,77,['k-pop']
2O4Bb2WCkjlTPO827OnBMI,EASY,LE SSERAFIM,EASY,164545,2,4785169,87,82,19/2/2024,1/4/2024,88,['k-pop girl group']
0y0uzuB1HxljAY2j0tLETp,Fancy - Spotify Singles,STAYC,Fancy - Spotify Singles,193277,1,1781206,60,63,15/3/2024,1/4/2024,67,"['k-pop', 'k-pop girl group']"
1aKvZDoLGkNMxoRYgkckZG,Magnetic,ILLIT,SUPER REAL ME,160688,2,279614,80,68,25/3/2024,1/4/2024,82,['k-pop']
4lR8sYGMGZPvthF2yUfo7T,Smart,LE SSERAFIM,EASY,166384,4,4785169,87,82,19/2/2024,1/4/2024,87,['k-pop girl group']
5qI5EUqfDJpQ7w6sMECK7U,Super Lady,(G)I-DLE,2,152186,1,8777390,79,77,29/1/2024,1/4/2024,80,['k-pop girl group']
0aZG8KWrpRnsGL0loUkfSj,plot twist,TWS,TWS 1st Mini Album 'Sparkling Blue',152400,1,203537,73,62,22/1/2024,1/4/2024,77,['k-pop']
2jaapqz7L9MpMf7vpkqU9I,Smoothie,NCT DREAM,DREAM( )SCAPE,188080,2,7604621,70,74,25/3/2024,1/4/2024,68,['k-pop boy group']
3MOa6IKagO2lT9n0sI8fZQ,I NEED U - Spotify Singles,ENHYPEN,I NEED U - Spotify Singles,181722,1,8252594,70,78,16/2/2024,1/4/2024,76,"['anime', 'k-pop boy group']"
5XWlyfo0kZ8LF7VSyfS4Ew,Drama,aespa,Drama - The 4th Mini Album,214973,1,4956410,78,74,10/11/2023,1/4/2024,83,['k-pop girl group']
2KslE17cAJNHTsI2MI0jb2,Standing Next to You,Jung Kook,GOLDEN,206019,4,13650607,93,86,3/11/2023,1/4/2024,92,['k-pop']
6hWU8LrnjLyYHShDyNWFZj,Wife,(G)I-DLE,Wife,121226,1,8777390,69,77,21/1/2024,1/4/2024,75,['k-pop girl group']
3VBj0lzjmhTzVFPEDOjNCG,BATTER UP,BABYMONSTER,BABYMONSTER Debut Digital Single [BATTER UP],188179,1,757587,74,64,27/11/2023,1/4/2024,80,['k-pop']
1aKvZDoLGkNMxoRYgkckZG,Magnetic,ILLIT,SUPER REAL ME,160688,2,279614,80,68,25/3/2024,1/4/2024,82,['k-pop']
4lR8sYGMGZPvthF2yUfo7T,Smart,LE SSERAFIM,EASY,166384,4,4785169,87,82,19/2/2024,1/4/2024,87,['k-pop girl group']
6Jkcg39vqttJezD7nfqrSj,Look At Me,TWICE,Twicetagram,193146,8,19828409,71,81,30/10/2017,1/4/2024,73,"['k-pop', 'k-pop girl group', 'pop']"
3VBj0lzjmhTzVFPEDOjNCG,BATTER UP,BABYMONSTER,BABYMONSTER Debut Digital Single [BATTER UP],188179,1,757587,74,64,27/11/2023,1/4/2024,80,['k-pop']
2O4Bb2WCkjlTPO827OnBMI,EASY,LE SSERAFIM,EASY,164545,2,4785169,87,82,19/2/2024,1/4/2024,88,['k-pop girl group']
5sdQOyqq2IDhvmx2lHOpwd,Super Shy,NewJeans,NewJeans 'Super Shy',154666,2,7598830,81,80,7/7/2023,1/4/2024,84,"['k-pop', 'k-pop girl group']"
5XWlyfo0kZ8LF7VSyfS4Ew,Drama,aespa,Drama - The 4th Mini Album,214973,1,4956410,78,74,10/11/2023,1/4/2024,83,['k-pop girl group']
2gyCwrOcC6JBoaJ8JGJ7T8,To. X,TAEYEON,To. X - The 5th Mini Album,170386,1,2829821,71,67,27/11/2023,1/4/2024,75,['k-pop']
1OG1NoKpZZLrMqMYCk9m84,LALALALA,Stray Kids,ROCK-STAR,182224,2,14864269,82,82,10/11/2023,1/4/2024,81,"['k-pop', 'k-pop boy group', 'pop']"
1amowbJ9HHFFSFdg2ubM7G,The Reasons of My Smiles,BSS,"Queen of Tears (Original Television Soundtrack), Pt.1",213773,1,625057,63,61,10/3/2024,1/4/2024,69,['k-pop']
5oCmLyBLcoWQrhLc6Cylzl,Diamond,TRI.BE,TRI.BE K-Pop Bops,183560,1,398315,38,52,26/3/2024,1/4/2024,41,['k-pop girl group']
618OKP1lBkNJL8uZdNSvQE,MANIAC,VIVIZ,The 4th Mini Album 'VERSUS',195520,1,540356,74,63,2/11/2023,1/4/2024,79,"['k-pop', 'k-pop girl group']"
7jzOZuWgZ5gaMet9V5Ix1d,Fast Forward,JEON SOMI,GAME PLAN,160578,2,2601769,63,62,7/8/2023,1/4/2024,67,['k-pop']
7x9aauaA9cu6tyfpHnqDLo,Seven (feat. Latto),Jung Kook,Seven (feat. Latto),184400,2,13650607,81,86,14/7/2023,1/4/2024,85,['k-pop']
0h7QMc9ZRzA9QJrbEHytn2,The Astronaut,JIN,The Astronaut,282463,1,7563788,77,70,28/10/2022,1/4/2024,83,['k-pop']
5VBjyOQzqlPNgdRPMM6prF,seasons,wave to earth,summer flows 0.02,255998,3,2044083,76,73,4/8/2020,1/4/2024,81,['korean city pop']
5QDLhrAOJJdNAmCTJ8xMyW,Dynamite,BTS,BE,199053,8,72140505,79,87,20/11/2020,1/4/2024,81,"['k-pop', 'k-pop boy group', 'pop']"
0a4MMyCrzT0En247IhqZbD,Hype Boy,NewJeans,NewJeans 1st EP 'New Jeans',179026,2,7598830,81,80,1/8/2022,1/4/2024,80,"['k-pop', 'k-pop girl group']"
1AZjCZSGEjlxUufFQwSszF,Wild Flower (with youjeen),RM,Indigo,273499,9,16175686,79,70,2/12/2022,1/4/2024,77,['k-rap']
3gTQwwDNJ42CCLo3Sf4JDd,S-Class,Stray Kids,5-STAR,195688,2,14864269,79,82,2/6/2023,1/4/2024,76,"['k-pop', 'k-pop boy group', 'pop']"
2gYj9lubBorOPIVWsTXugG,After LIKE,IVE,After LIKE,176973,1,3848533,71,74,22/8/2022,1/4/2024,76,['k-pop girl group']
6m1TWFMeon7ai9XLOzdbiR,FAKE LOVE,BTS,Love Yourself 轉 'Tear',242333,2,72140505,79,87,18/5/2018,1/4/2024,78,"['k-pop', 'k-pop boy group', 'pop']"
2pIUpMhHL6L9Z5lnKxJJr9,Attention,NewJeans,NewJeans 1st EP 'New Jeans',180066,1,7598830,81,80,1/8/2022,1/4/2024,77,"['k-pop', 'k-pop girl group']"
0ZPjVmof45INEERgYfadtv,Chasing That Feeling,TOMORROW X TOGETHER,The Name Chapter: FREEFALL,182670,2,9712030,78,76,13/10/2023,1/4/2024,76,"['k-pop', 'k-pop boy group']"
1bPMPSOQPIinoU6ZBDWtgb,Travel Again (Feat. Cautious Clay),Beenzino,NOWITZKI,257066,4,258535,49,51,3/7/2023,1/4/2024,42,"['k-rap', 'korean r&b']"
6BteP1uOVCsGfA58E3L8Fu,990 (Feat. Kim Ximya),Beenzino,NOWITZKI,213613,7,258535,49,51,3/7/2023,1/4/2024,39,"['k-rap', 'korean r&b']"
5mdWIwsJAzR97ShGkt8gcR,New thing (Prod. ZICO) (Feat. Homies),ZICO,Street Man Fighter Original Vol.3 (Mission by Rank),147426,1,1347009,59,59,6/9/2022,1/4/2024,61,"['k-pop', 'korean r&b']"
53NYRM8s4mm4yeCsmsvTik,Freak,ZICO,Grown Ass Kid,169973,1,1347009,46,59,27/7/2022,1/4/2024,50,"['k-pop', 'korean r&b']"
1qRfAvzRIJQodWKBNFAb6C,"Smoke (Prod. Dynamicduo, Padi)",Dynamicduo,Street Woman Fighter2 (SWF2) Class Mission,209546,1,209497,62,55,5/9/2023,1/4/2024,65,"['k-rap', 'korean r&b']"
3TPvrMAd1hbPRXuHCRX0Pl,AEAO,Dynamicduo,A Giant Step,316944,1,209497,60,55,16/7/2014,1/4/2024,66,"['k-rap', 'korean r&b']"
1CJweyedfMbIab2O3Jc8K8,"I'm Sick (feat. Kid Milli, Lil tachi, Kim Seungmin, NO:EL, C JAMM)",GIRIBOY,100 Years College Course,315476,2,370687,40,53,10/6/2019,1/4/2024,37,"['k-rap', 'korean r&b']"
3MEcq4JRbQImU04hBtyM0w,Eul (Feat. BIG Naughty),GIRIBOY,2 Little Bites From [Fatal Album Ⅲ],178573,2,370687,36,53,9/11/2019,1/4/2024,40,"['k-rap', 'korean r&b']"
3Kf4pY9LwV1cptb4HDNFyk,ROSETTA (Feat. MILLI),pH-1,POP OFF,188973,1,432159,45,57,2/11/2023,1/4/2024,46,"['k-rap', 'korean r&b']"
4gc5n5YLVvZFORdNOvelZE,Malibu,pH-1,HALO,250453,3,432159,46,57,28/3/2019,1/4/2024,44,"['k-rap', 'korean r&b']"
1S7JmOOTfu7Wzf7EfnxFyd,KC (BUST IT DOWN) (feat. Leellamarz),Sik-K,KC (BUST IT DOWN) (feat. Leellamarz),161946,1,449238,38,54,6/2/2024,1/4/2024,44,"['k-rap', 'korean r&b']"
2KgVbhxyywlDZp1juQ8gzj,See You In Every Party,Sik-K,POP A LOT,181986,2,449238,43,54,9/8/2023,1/4/2024,37,"['k-rap', 'korean r&b']"
66aX6YMpietluZ0aGPOChK,Once More,So Soo Bin,"SingAgain3 - Battle of the Unknown, Ep.13 (From the JTBC TV Show)",256982,4,48888,35,42,19/1/2024,1/4/2024,38,['korean r&b']
1QEIB2K7LAbgTlqId3Midh,Always you are by my side,CHOO SEUNG YOUP,"SingAgain3 - Battle of the Unknown, Ep.13 (From the JTBC TV Show)",233741,1,73,35,16,19/1/2024,1/4/2024,22,['k-pop']
4CG6DbhJmdI04K6aFHSWy8,To You,leejean,"SingAgain3 - Battle of the Unknown, Ep.13 (From the JTBC TV Show)",239645,2,2750,35,30,19/1/2024,1/4/2024,24,['k-pop']
2S7S4GcBoMbzqNEJDeasyF,Time of Our Life,EJel,"SingAgain3 - Battle of the Unknown, Ep.13 (From the JTBC TV Show)",254630,3,1108,35,25,19/1/2024,1/4/2024,27,['k-pop']
4G5wFOR5AHl0D6MlLVayJr,Spring Summer Autumn Winter,Shin Hea Sol,"SingAgain3 - Battle of the Unknown, Ep.13 (From the JTBC TV Show)",245833,5,146,35,17,19/1/2024,1/4/2024,19,['k-pop']
6mN7P8E7mwmmiKGyGmxSQ8,Why Aren't You Here (Prod. Lee Sang Soon),leejean,"SingAgain3 - Battle of the Unknown, Ep.12 (From the JTBC TV Show)",258265,1,2750,41,30,12/1/2024,1/4/2024,30,['k-pop']
6vGFCkF9cS7bcunErX3yk8,I Will Pray (Prod. Jeong Dong Hwan of MeloMance),Kang Sunghee,"SingAgain3 - Battle of the Unknown, Ep.12 (From the JTBC TV Show)",282253,2,43,41,15,12/1/2024,1/4/2024,21,['k-pop']
7gRmiO1I68g2weujtTvvFG,Grow Up (Prod. LEE MU JIN),CHOO SEUNG YOUP,"SingAgain3 - Battle of the Unknown, Ep.12 (From the JTBC TV Show)",190600,3,73,41,16,12/1/2024,1/4/2024,25,['k-pop']
27P9jzehi2wNLPTvInYpE3,LONELY (Prod. Rocoberry & LAS),EJel,"SingAgain3 - Battle of the Unknown, Ep.12 (From the JTBC TV Show)",206706,4,1108,41,25,12/1/2024,1/4/2024,30,['k-pop']
0n6nI1o1TYRnhzJKHUCluK,I Love You (Prod. Kim Do Hun),Isaac Hong,"SingAgain3 - Battle of the Unknown, Ep.12 (From the JTBC TV Show)",197240,5,35399,41,42,12/1/2024,1/4/2024,38,['korean superband']
5eRHqrAUh72rIy89lEEYfR,Stay (Prod. An Shinae & Philtre),So Soo Bin,"SingAgain3 - Battle of the Unknown, Ep.12 (From the JTBC TV Show)",249733,6,48888,41,42,12/1/2024,1/4/2024,39,['korean r&b']
5z95hsqZSzdx3w0mSfWJ0r,"LLL (Live, Laugh & Love) (Prod. An Shinae & Philtre)",Shin Hea Sol,"SingAgain3 - Battle of the Unknown, Ep.12 (From the JTBC TV Show)",197040,7,146,41,17,12/1/2024,1/4/2024,28,['k-pop']
5sdQOyqq2IDhvmx2lHOpwd,Super Shy,NewJeans,NewJeans 'Super Shy',154666,2,7598830,81,80,7/7/2023,1/4/2024,84,"['k-pop', 'k-pop girl group']"
3r8RuvgbX9s7ammBn07D3W,Ditto,NewJeans,Ditto,185506,1,7598830,74,80,19/12/2022,1/4/2024,81,"['k-pop', 'k-pop girl group']"
5IAESfJjmOYu7cHyX557kz,Take Two,BTS,Take Two,229953,1,72140505,70,87,9/6/2023,1/4/2024,76,"['k-pop', 'k-pop boy group', 'pop']"
72wqLtMtkrB0qUw6jSqM0Z,Dynamite,BTS,Dynamite (NightTime Version),199053,1,72140505,59,87,18/9/2020,1/4/2024,63,"['k-pop', 'k-pop boy group', 'pop']"
