db.pubDate,db.artist,db.song_name,db.yturl,db.type,db.release,spotify.track.id,spotify.track.href,spotify.track.name,spotify.track.popularity,spotify.track.duration_ms,spotify.track.track_number,spotify.album.id,spotify.album.name,spotify.album.type,spotify.album.release_date,spotify.album.total_tracks,spotify.album.href,spotify.album.popularity,spotify.album.genres,spotify.artist.id,spotify.artist.name,spotify.artist.href,spotify.artist.popularity,spotify.artist.followers,spotify.artist.genres
2024-12-30,tripleS,Just Do It (NXT),https://youtu.be/s3IfM-u5hVc,Girl,Major,1M8UwTapD2TXA31ZmcQe24,https://api.spotify.com/v1/tracks/1M8UwTapD2TXA31ZmcQe24,Just Do It,48.0,153506.0,1.0,3XIAEl2VxDUIcQvTVss0vg,NXT <Just Do It>,single,2023-12-23,1.0,https://api.spotify.com/v1/albums/3XIAEl2VxDUIcQvTVss0vg,34.0,,5Z71xE9prhpHrqL5thVMyK,tripleS,https://api.spotify.com/v1/artists/5Z71xE9prhpHrqL5thVMyK,59.0,377254.0,k-pop girl group
2024-05-10,Stray Kids,Lose My Breath feat. Charlie Puth,https://youtu.be/SQ1yPMTIwCU,Boy,Minor,2DXavoWAmIHlrECHPM1Vca,https://api.spotify.com/v1/tracks/2DXavoWAmIHlrECHPM1Vca,Lose My Breath (Feat. Charlie Puth),81.0,166913.0,1.0,1HSW0KtusVmitWsZGhjaJB,Lose My Breath (Feat. Charlie Puth),single,2024-05-10,2.0,https://api.spotify.com/v1/albums/1HSW0KtusVmitWsZGhjaJB,68.0,,2dIgFjalVxs4ThymZ67YCE,Stray Kids,https://api.spotify.com/v1/artists/2dIgFjalVxs4ThymZ67YCE,80.0,15406501.0,"k-pop, k-pop boy group, pop"
2024-05-10,RM,Come back to me,https://youtu.be/NrfikKxF4Ps,Boy Solo,Major,1PT8hWQvl2gRO1JhDcSUqN,https://api.spotify.com/v1/tracks/1PT8hWQvl2gRO1JhDcSUqN,Come back to me,82.0,388960.0,1.0,7ENUU3mZBPsGVLmwoj1Sk5,Come back to me,single,2024-05-10,2.0,https://api.spotify.com/v1/albums/7ENUU3mZBPsGVLmwoj1Sk5,71.0,,2auC28zjQyVTsiZKNgPRGs,RM,https://api.spotify.com/v1/artists/2auC28zjQyVTsiZKNgPRGs,72.0,16496469.0,k-rap
2024-05-10,ARTMS,Pre4 : Air,https://youtu.be/ZSkzF0ucsLI,Girl,Minor,0E2NCsPqw2jMpBuui126Uo,https://api.spotify.com/v1/tracks/0E2NCsPqw2jMpBuui126Uo,Air,59.0,147360.0,1.0,6LuU1ePuYgNV6Rltq4OAcf,<Pre 4 : Air>,single,2024-05-10,1.0,https://api.spotify.com/v1/albums/6LuU1ePuYgNV6Rltq4OAcf,45.0,,213zHiFZwtDVEqyxeCbk07,ARTMS,https://api.spotify.com/v1/artists/213zHiFZwtDVEqyxeCbk07,50.0,81838.0,5th gen k-pop
2024-05-09,Seventeen,LALALI,https://youtu.be/F2qZWD0F7rM,Boy,Major,45xiC13XQsLhV57FxQLlLV,https://api.spotify.com/v1/tracks/45xiC13XQsLhV57FxQLlLV,LALALI,74.0,171680.0,2.0,2Jrp37x38qZqtyrIrfxN4H,SEVENTEEN BEST ALBUM '17 IS RIGHT HERE',album,2024-04-29,33.0,https://api.spotify.com/v1/albums/2Jrp37x38qZqtyrIrfxN4H,77.0,,7nqOGRxlXj7N2JYbgNEjYH,SEVENTEEN,https://api.spotify.com/v1/artists/7nqOGRxlXj7N2JYbgNEjYH,78.0,11416861.0,"k-pop, k-pop boy group"
2024-05-09,Loossemble,Girls' Night,https://youtu.be/yrG5NfrAr_g,Girl,Minor,0hnxybqZeJzU85jSwf5cdG,https://api.spotify.com/v1/tracks/0hnxybqZeJzU85jSwf5cdG,Girls’ Night,60.0,204813.0,2.0,2sN27KkVSnHvqi0MA2YxcZ,One Of A Kind,album,2024-04-15,8.0,https://api.spotify.com/v1/albums/2sN27KkVSnHvqi0MA2YxcZ,52.0,,1kbVoxpFh1eDOXumLmVdKY,Loossemble,https://api.spotify.com/v1/artists/1kbVoxpFh1eDOXumLmVdKY,48.0,126344.0,5th gen k-pop
2024-05-09,Yook Sungjae,Be Somebody,https://youtu.be/TsfAFHeNDXk,Boy Solo,Major,4UibiUi3DvzFYI8EZO1NqC,https://api.spotify.com/v1/tracks/4UibiUi3DvzFYI8EZO1NqC,BE SOMEBODY,50.0,182786.0,1.0,5eXvNWA29n8vSvflqfDxOB,EXHIBITION : Look Closely,single,2024-05-09,3.0,https://api.spotify.com/v1/albums/5eXvNWA29n8vSvflqfDxOB,40.0,,7mFGOWJEkdlJBCXcJ5EWi9,YOOK SUNGJAE,https://api.spotify.com/v1/artists/7mFGOWJEkdlJBCXcJ5EWi9,36.0,70823.0,"korean pop, korean r&b"
2024-05-08,tripleS,Girls Never Die,https://youtu.be/2tda_TCjz8w,Girl,Major,45OflED18VsURGw2z0Y6Cv,https://api.spotify.com/v1/tracks/45OflED18VsURGw2z0Y6Cv,Girls Never Die,69.0,187920.0,2.0,1FEdDqMaOL8oZYzI4n27GM,<ASSEMBLE24>,album,2024-05-08,10.0,https://api.spotify.com/v1/albums/1FEdDqMaOL8oZYzI4n27GM,62.0,,5Z71xE9prhpHrqL5thVMyK,tripleS,https://api.spotify.com/v1/artists/5Z71xE9prhpHrqL5thVMyK,59.0,377254.0,k-pop girl group
2024-05-07,&TEAM,Samidare,https://youtu.be/k1hAdf8F-gQ,Boy,Japanese,7tXjyOod2TlM9g447E8NUn,https://api.spotify.com/v1/tracks/7tXjyOod2TlM9g447E8NUn,五月雨 (Samidare),63.0,191253.0,1.0,2I0nlM24jBs20fWzSwUfLE,五月雨 (Samidare),single,2024-05-07,3.0,https://api.spotify.com/v1/albums/2I0nlM24jBs20fWzSwUfLE,54.0,,2xfxRiKxoHl5tI0MKyvqV7,&TEAM,https://api.spotify.com/v1/artists/2xfxRiKxoHl5tI0MKyvqV7,56.0,378180.0,5th gen k-pop
2024-05-07,BM,Nectar feat. Jay Park,https://youtu.be/94DBekCT9a4,Boy,Major,0Tq39nkuBrIdhGhUSRFISJ,https://api.spotify.com/v1/tracks/0Tq39nkuBrIdhGhUSRFISJ,Nectar (Feat. Jay Park),58.0,177600.0,2.0,6q2zOdLESHZyOpfSwA8Reb,BM 1st EP 'Element',single,2024-05-07,5.0,https://api.spotify.com/v1/albums/6q2zOdLESHZyOpfSwA8Reb,48.0,,5lZV4z4dpX6IfTYlfUMvOE,BM,https://api.spotify.com/v1/artists/5lZV4z4dpX6IfTYlfUMvOE,44.0,69217.0,
2024-05-07,D.O,Mars,https://youtu.be/BzJdUkpKVA4,Boy Solo,Major,2FZKBbotZtXLQyedIV965w,https://api.spotify.com/v1/tracks/2FZKBbotZtXLQyedIV965w,Mars,72.0,187266.0,1.0,6ZlXpA35FslDym9FIKaygk,BLOSSOM - THE 3RD MINI ALBUM,single,2024-05-07,6.0,https://api.spotify.com/v1/albums/6ZlXpA35FslDym9FIKaygk,67.0,,2CQZr2RPZmrcvDnaod1ldC,D.O.,https://api.spotify.com/v1/artists/2CQZr2RPZmrcvDnaod1ldC,65.0,1902601.0,k-pop
2024-05-06,Solar,Colors,https://youtu.be/Zbm5USVQQdk,Girl Solo,Minor,6F5nwlaYT0TZatOHVMaBcZ,https://api.spotify.com/v1/tracks/6F5nwlaYT0TZatOHVMaBcZ,Colors,60.0,150320.0,1.0,5Q1cKPuB4vPk8bIdfZH7Fm,COLOURS,single,2024-04-30,6.0,https://api.spotify.com/v1/albums/5Q1cKPuB4vPk8bIdfZH7Fm,53.0,,5cYcI546S8Lf97m4mNdYLD,Solar,https://api.spotify.com/v1/artists/5cYcI546S8Lf97m4mNdYLD,49.0,1004482.0,k-pop
2024-05-05,Young Posse,Roty,https://youtu.be/6czkm_qdVlw,Girl,Minor,5Prry8HQn4b7z92zxG6mn6,https://api.spotify.com/v1/tracks/5Prry8HQn4b7z92zxG6mn6,ROTY,47.0,200893.0,4.0,0EbH9upNSg6zsdFZ8g11Yl,XXL EP,single,2024-03-20,5.0,https://api.spotify.com/v1/albums/0EbH9upNSg6zsdFZ8g11Yl,55.0,,5bxwvIM9PX0CkpS6f1L2Ff,YOUNG POSSE,https://api.spotify.com/v1/artists/5bxwvIM9PX0CkpS6f1L2Ff,51.0,153666.0,5th gen k-pop
2024-05-04,Eastshine,Heartthrob,https://youtu.be/oT-QIMT6Ozc,Boy,Major,3lqYEax1PWMnQXddGBokkU,https://api.spotify.com/v1/tracks/3lqYEax1PWMnQXddGBokkU,HEARTTHROB,25.0,201656.0,1.0,0tCilFVq78H54JZFLjkgRe,HEARTTHROB,single,2024-05-04,2.0,https://api.spotify.com/v1/albums/0tCilFVq78H54JZFLjkgRe,13.0,,3moiI2AAzmkX2vG3bxyyUl,EASTSHINE,https://api.spotify.com/v1/artists/3moiI2AAzmkX2vG3bxyyUl,12.0,3916.0,5th gen k-pop
2024-05-03,Catch The Young,The Legend,https://youtu.be/Ji9iMqsJy5o,Boy,Major,6XcprDcv5rtS4bWU1vtIEc,https://api.spotify.com/v1/tracks/6XcprDcv5rtS4bWU1vtIEc,The Legend,20.0,178372.0,3.0,48rR9I6SrGDXz6zHa6KBqE,Catch The Young : Fragments of Odyssey,single,2024-04-03,7.0,https://api.spotify.com/v1/albums/48rR9I6SrGDXz6zHa6KBqE,21.0,,422jw2by1jl14vn1FP9EGA,Catch The Young,https://api.spotify.com/v1/artists/422jw2by1jl14vn1FP9EGA,18.0,6944.0,5th gen k-pop
2024-05-02,E'Last,Gasoline,https://youtu.be/jwVaKaa99L4,Boy,Major,29gvL6gWNog8iMml53ig1C,https://api.spotify.com/v1/tracks/29gvL6gWNog8iMml53ig1C,Gasoline,41.0,171546.0,2.0,0wMhHkNPeuL5Wf4uMzcxbt,EVERLASTING,album,2024-05-02,10.0,https://api.spotify.com/v1/albums/0wMhHkNPeuL5Wf4uMzcxbt,35.0,,0NztgA9b1KEJLjLVqMwd9y,E'LAST,https://api.spotify.com/v1/artists/0NztgA9b1KEJLjLVqMwd9y,35.0,201959.0,"k-pop, k-pop boy group"
2024-05-02,Hyuna,Q&A,https://youtu.be/9GFnnPg50qs,Girl Solo,Major,6Zg0jDwwyywj8nFz8FJoRS,https://api.spotify.com/v1/tracks/6Zg0jDwwyywj8nFz8FJoRS,Quá Lâu,48.0,177169.0,1.0,5ynDNXm908XzgoHBKEkNDI,Quá Lâu,single,2019-04-25,6.0,https://api.spotify.com/v1/albums/5ynDNXm908XzgoHBKEkNDI,35.0,,0Hxo49G2Y9jzrRGqQeok1m,Vinh Khuat,https://api.spotify.com/v1/artists/0Hxo49G2Y9jzrRGqQeok1m,30.0,18188.0,indie viet
2024-05-02,Fantasy Boys,Pitter-Patter-Love,https://youtu.be/Gj0_ufiCSIU,Boy,Major,7whujK8aoJ3N0ZOPm6JWmp,https://api.spotify.com/v1/tracks/7whujK8aoJ3N0ZOPm6JWmp,Pitter-Patter-Love,39.0,200893.0,1.0,0NFeGzCfKg5IV6F21za5v9,MAKE SUNSHINE,single,2024-05-02,4.0,https://api.spotify.com/v1/albums/0NFeGzCfKg5IV6F21za5v9,29.0,,4IAcb0MN1CCHpwUaq5iEUU,FANTASY BOYS,https://api.spotify.com/v1/artists/4IAcb0MN1CCHpwUaq5iEUU,27.0,21090.0,"5th gen k-pop, k-pop boy group"
2024-05-02,Wooah,Secret princess,https://youtu.be/j3RGtLEZ-PM,Girl,Minor,1eSOrGdKykbGYMBL0VIg0I,https://api.spotify.com/v1/tracks/1eSOrGdKykbGYMBL0VIg0I,Secret princess (Secret Jouju x WOOAH),42.0,154306.0,1.0,17tkwDkoi0rQ6udpLNzZO1,Secret princess (Secret Jouju x WOOAH),single,2024-05-02,2.0,https://api.spotify.com/v1/albums/17tkwDkoi0rQ6udpLNzZO1,29.0,,7mgY992t7YTx6UELsoIMRa,WOOAH,https://api.spotify.com/v1/artists/7mgY992t7YTx6UELsoIMRa,44.0,255653.0,k-pop girl group
2024-05-02,TOZ,NU SHOES,https://youtu.be/TGP8cpaSZpQ,Boy,Major,1WMJHkB6GDZVLwH5AUkd8n,https://api.spotify.com/v1/tracks/1WMJHkB6GDZVLwH5AUkd8n,NU SHOES,35.0,194493.0,1.0,3rZ9bODfXVXfwAYfOl5NT7,TO my new friends,single,2024-05-02,5.0,https://api.spotify.com/v1/albums/3rZ9bODfXVXfwAYfOl5NT7,28.0,,61VNm9oIMdp3iqpnPJ3h6B,TOZ,https://api.spotify.com/v1/artists/61VNm9oIMdp3iqpnPJ3h6B,24.0,19277.0,5th gen k-pop
2024-05-01,YOUNITE,Geekin,https://youtu.be/fdJdEj2bC24,Boy,Major,6vP4NceJJLHM9xddBbKrH9,https://api.spotify.com/v1/tracks/6vP4NceJJLHM9xddBbKrH9,GEEKIN,43.0,175834.0,2.0,55SsFWSUnjJD0Ztxu9jz2Z,ANOTHER,single,2024-05-01,5.0,https://api.spotify.com/v1/albums/55SsFWSUnjJD0Ztxu9jz2Z,34.0,,4l4eMvpA4K7X02j08cbkNV,YOUNITE,https://api.spotify.com/v1/artists/4l4eMvpA4K7X02j08cbkNV,32.0,72694.0,k-pop boy group
2024-04-30,Solar,But I,https://youtu.be/ef8SZV6yfIQ,Girl Solo,Major,3kHF06mERCHSLIq1AuSNdZ,https://api.spotify.com/v1/tracks/3kHF06mERCHSLIq1AuSNdZ,But I,56.0,160680.0,2.0,5Q1cKPuB4vPk8bIdfZH7Fm,COLOURS,single,2024-04-30,6.0,https://api.spotify.com/v1/albums/5Q1cKPuB4vPk8bIdfZH7Fm,53.0,,5cYcI546S8Lf97m4mNdYLD,Solar,https://api.spotify.com/v1/artists/5cYcI546S8Lf97m4mNdYLD,49.0,1004482.0,k-pop
2024-04-30,D.O,Popcorn,https://youtu.be/3AoruwUKQ3I,Boy Solo,Major,6kxkMrPqppgT3TQjOyhAYk,https://api.spotify.com/v1/tracks/6kxkMrPqppgT3TQjOyhAYk,Popcorn,69.0,181320.0,3.0,6ZlXpA35FslDym9FIKaygk,BLOSSOM - THE 3RD MINI ALBUM,single,2024-05-07,6.0,https://api.spotify.com/v1/albums/6ZlXpA35FslDym9FIKaygk,67.0,,2CQZr2RPZmrcvDnaod1ldC,D.O.,https://api.spotify.com/v1/artists/2CQZr2RPZmrcvDnaod1ldC,65.0,1902601.0,k-pop
2024-04-30,Xdinary Heroes,Little Things,https://youtu.be/UV83lM3UYTw,Boy,Major,5t8TV1U5vmKL5UIQo5pNtN,https://api.spotify.com/v1/tracks/5t8TV1U5vmKL5UIQo5pNtN,Little Things,60.0,212774.0,2.0,26ogXm7X0kUSidtoaQVBei,Troubleshooting,album,2024-04-30,10.0,https://api.spotify.com/v1/albums/26ogXm7X0kUSidtoaQVBei,59.0,,1khChLj7REGqjM043PlYyn,Xdinary Heroes,https://api.spotify.com/v1/artists/1khChLj7REGqjM043PlYyn,58.0,1040104.0,k-pop boy group
2024-04-30,The KingDom,Flip that Coin,https://youtu.be/jyyNk9iZVqc,Boy,Major,6q1LytFEGE8gdDh8Q3by4B,https://api.spotify.com/v1/tracks/6q1LytFEGE8gdDh8Q3by4B,Flip that Coin,44.0,193573.0,1.0,6v7iksfXRkSLYljK0u7ejT,REALIZE,single,2024-04-30,6.0,https://api.spotify.com/v1/albums/6v7iksfXRkSLYljK0u7ejT,37.0,,0p5Ot7c8cFHtS82hd1WBN3,The KingDom,https://api.spotify.com/v1/artists/0p5Ot7c8cFHtS82hd1WBN3,37.0,203303.0,"k-pop, k-pop boy group"
2024-04-29,IVE,HEYA,https://youtu.be/07EzMbVH3QE,Girl,Major,70t7Q6AYG6ZgTYmJWcnkUM,https://api.spotify.com/v1/tracks/70t7Q6AYG6ZgTYmJWcnkUM,I AM,78.0,183853.0,2.0,38VzP4yWfHdHafITKKRHEB,I've IVE,album,2023-04-10,11.0,https://api.spotify.com/v1/albums/38VzP4yWfHdHafITKKRHEB,69.0,,6RHTUrRF63xao58xh9FXYJ,IVE,https://api.spotify.com/v1/artists/6RHTUrRF63xao58xh9FXYJ,73.0,4086413.0,k-pop girl group
2024-04-29,Seventeen,Maestro,https://youtu.be/ThI0pBAbFnk,Boy,Major,2UE9XGbAzicJIyo4bB6sqM,https://api.spotify.com/v1/tracks/2UE9XGbAzicJIyo4bB6sqM,MAESTRO,82.0,198906.0,1.0,2Jrp37x38qZqtyrIrfxN4H,SEVENTEEN BEST ALBUM '17 IS RIGHT HERE',album,2024-04-29,33.0,https://api.spotify.com/v1/albums/2Jrp37x38qZqtyrIrfxN4H,77.0,,7nqOGRxlXj7N2JYbgNEjYH,SEVENTEEN,https://api.spotify.com/v1/artists/7nqOGRxlXj7N2JYbgNEjYH,78.0,11416861.0,"k-pop, k-pop boy group"
2024-04-28,RIIZE,9 Days,https://youtu.be/YVwNxYhgCdg,Boy,Minor,1j4kErgxkvSk0PkAekyZno,https://api.spotify.com/v1/tracks/1j4kErgxkvSk0PkAekyZno,9 Days,57.0,160205.0,3.0,1eeN3nhiJ2qg8sRSrAc43n,RIIZING,single,2024-04-29,5.0,https://api.spotify.com/v1/albums/1eeN3nhiJ2qg8sRSrAc43n,56.0,,2jOm3cYujQx6o1dxuiuqaX,RIIZE,https://api.spotify.com/v1/artists/2jOm3cYujQx6o1dxuiuqaX,67.0,691565.0,5th gen k-pop
2024-04-28,RIIZE,One Kiss,https://youtu.be/46dquyaoe_c,Boy,Minor,4FUul49sN5LFM8qLbHxmlF,https://api.spotify.com/v1/tracks/4FUul49sN5LFM8qLbHxmlF,One Kiss,63.0,212062.0,5.0,1eeN3nhiJ2qg8sRSrAc43n,RIIZING,single,2024-04-29,5.0,https://api.spotify.com/v1/albums/1eeN3nhiJ2qg8sRSrAc43n,56.0,,2jOm3cYujQx6o1dxuiuqaX,RIIZE,https://api.spotify.com/v1/artists/2jOm3cYujQx6o1dxuiuqaX,67.0,691565.0,5th gen k-pop
2024-04-28,&TEAM,Maybe,https://youtu.be/vr5HnAjZSqA,Boy,Japanese,2X45nVBeYzmDlrXji9Av0Q,https://api.spotify.com/v1/tracks/2X45nVBeYzmDlrXji9Av0Q,"Love, Maybe",66.0,185000.0,1.0,5lKdnY9bGYUyfaJhcRnHgk,"Love, Maybe (A Business Proposal OST Special Track)",single,2022-02-18,2.0,https://api.spotify.com/v1/albums/5lKdnY9bGYUyfaJhcRnHgk,52.0,,6k4r73Wq8nhkCDoUsECL1e,MeloMance,https://api.spotify.com/v1/artists/6k4r73Wq8nhkCDoUsECL1e,49.0,276697.0,"k-pop, korean pop"
2024-01-09,ATEEZ,"IT's You (Yeosang, San, Wooyoung)",https://youtu.be/CeIODBamkQ0,Boy,Minor,7B8BU9kWRWUVSppWQGdgiz,https://api.spotify.com/v1/tracks/7B8BU9kWRWUVSppWQGdgiz,"IT's You (YEOSANG, SAN, WOOYOUNG)",64.0,209538.0,9.0,1r0F1EzzNOaJyB7U0Jp5RH,THE WORLD EP.FIN : WILL,album,2023-12-01,12.0,https://api.spotify.com/v1/albums/1r0F1EzzNOaJyB7U0Jp5RH,66.0,,68KmkJeZGfwe1OUaivBa2L,ATEEZ,https://api.spotify.com/v1/artists/68KmkJeZGfwe1OUaivBa2L,69.0,3914507.0,"k-pop, k-pop boy group"
2024-01-09,8TURN,RU-PUM PUM,https://youtu.be/gN2SgTVZ2aU,Boy,Major,5DT0N1FBeg3dNWYPKvMBn9,https://api.spotify.com/v1/tracks/5DT0N1FBeg3dNWYPKvMBn9,RU-PUM PUM,47.0,202293.0,2.0,6UujLe3I4a4DIIghqJiOLe,STUNNING,single,2024-01-09,5.0,https://api.spotify.com/v1/albums/6UujLe3I4a4DIIghqJiOLe,36.0,,7tCg9aiVKZ5Cmhbfb7UoqM,8TURN,https://api.spotify.com/v1/artists/7tCg9aiVKZ5Cmhbfb7UoqM,39.0,209963.0,"5th gen k-pop, k-pop boy group"
2024-01-09,Kyuhyun,The Story Behind,https://youtu.be/YRg8K6xBhmc,Boy Solo,Major,1FjIg32VDdvHabecHKpe03,https://api.spotify.com/v1/tracks/1FjIg32VDdvHabecHKpe03,The Story Behind,42.0,256120.0,2.0,3lZxrczzvuxPrbJYf8Sdyo,Restart,single,2024-01-09,6.0,https://api.spotify.com/v1/albums/3lZxrczzvuxPrbJYf8Sdyo,39.0,,0il5ZP3xYOECtONJtZ38Ln,KYUHYUN,https://api.spotify.com/v1/artists/0il5ZP3xYOECtONJtZ38Ln,46.0,375822.0,k-pop
2024-01-09,LIMELIGHT,TWENTY TWENTY (MiU),https://youtu.be/N3ccklFWAd8,Girl,Minor,2O3n8zLhp68r09Kyl8QDlc,https://api.spotify.com/v1/tracks/2O3n8zLhp68r09Kyl8QDlc,TWENTY TWENTY (MiU Solo) - Korean Version,35.0,165520.0,4.0,4R5zl30W5aNRC24VxSFUNf,LAST DANCE,album,2024-01-11,18.0,https://api.spotify.com/v1/albums/4R5zl30W5aNRC24VxSFUNf,31.0,,1mDDvUPSs2dSr4QKAQmOql,LIMELIGHT,https://api.spotify.com/v1/artists/1mDDvUPSs2dSr4QKAQmOql,31.0,76623.0,k-pop girl group
2024-01-08,NMIXX,Run For Roses,https://youtu.be/j6tKIdt9K9M,Girl,Minor,4byr9TsXs4qtm8rG2FfwRW,https://api.spotify.com/v1/tracks/4byr9TsXs4qtm8rG2FfwRW,Run For Roses,66.0,215293.0,3.0,5CCxLQgcI7cVwmgFDlicbP,Fe3O4: BREAK,album,2024-01-15,7.0,https://api.spotify.com/v1/albums/5CCxLQgcI7cVwmgFDlicbP,65.0,,28ot3wh4oNmoFOdVajibBl,NMIXX,https://api.spotify.com/v1/artists/28ot3wh4oNmoFOdVajibBl,66.0,2773559.0,"k-pop, k-pop girl group"
2024-01-08,Kino,Fashion Style: omw to see you,https://youtu.be/aDVyZoGTc5A,Boy Solo,Major,6OfBZ1mUpo5DM12LbV0laV,https://api.spotify.com/v1/tracks/6OfBZ1mUpo5DM12LbV0laV,Fashion Style,38.0,134800.0,1.0,6CQrBerEzTF5yk2pWgR4zL,Fashion Style,single,2024-01-08,1.0,https://api.spotify.com/v1/albums/6CQrBerEzTF5yk2pWgR4zL,25.0,,5cxj1DT5cqB6uSkq3Kl4IL,KINO,https://api.spotify.com/v1/artists/5cxj1DT5cqB6uSkq3Kl4IL,35.0,82460.0,
2024-01-08,B1A4,Rewind,https://youtu.be/NWXGoLrjv2A,Boy,Major,3gnby6MCtW10Zl0EvA308e,https://api.spotify.com/v1/tracks/3gnby6MCtW10Zl0EvA308e,REWIND,36.0,189800.0,1.0,4JdZ37sM1QoMhUvY3nzorw,CONNECT,single,2024-01-08,5.0,https://api.spotify.com/v1/albums/4JdZ37sM1QoMhUvY3nzorw,27.0,,3sxWOFw4MSN54SIQ8np6iG,B1A4,https://api.spotify.com/v1/artists/3sxWOFw4MSN54SIQ8np6iG,39.0,552430.0,"k-pop, k-pop boy group"
2024-01-08,SF9,Bibora,https://youtu.be/Gft8YBmNsjA,Boy,Major,0F2woEmPkBMafpMCmgKc6a,https://api.spotify.com/v1/tracks/0F2woEmPkBMafpMCmgKc6a,BIBORA,49.0,194120.0,1.0,23325hP3aqsiTottDna0mg,Sequence,single,2024-01-08,6.0,https://api.spotify.com/v1/albums/23325hP3aqsiTottDna0mg,40.0,,7LOmc7gyMVMOWF8qwEdn2X,SF9,https://api.spotify.com/v1/artists/7LOmc7gyMVMOWF8qwEdn2X,47.0,1706281.0,"k-pop, k-pop boy group"
2024-01-08,ITZY,Untouchable,https://youtu.be/5e3rKInegeU,Girl,Major,2HQALWSN6IF4BYrSADMJ0w,https://api.spotify.com/v1/tracks/2HQALWSN6IF4BYrSADMJ0w,UNTOUCHABLE,73.0,194093.0,2.0,3cm3EkNQLpKu58btSJT7fz,BORN TO BE,album,2024-01-08,10.0,https://api.spotify.com/v1/albums/3cm3EkNQLpKu58btSJT7fz,66.0,,2KC9Qb60EaY0kW4eH68vr3,ITZY,https://api.spotify.com/v1/artists/2KC9Qb60EaY0kW4eH68vr3,69.0,7235619.0,"k-pop, k-pop girl group"
2024-01-08,WAKER,Atlantis,https://youtu.be/FdCGE-z3_Yw,Boy,Major,7Ko0CaolmU1IXgh3OWTatJ,https://api.spotify.com/v1/tracks/7Ko0CaolmU1IXgh3OWTatJ,ATLANTIS,32.0,181466.0,3.0,4M2nKDFzIDHO7cScymLji5,Mission of School,album,2024-01-08,10.0,https://api.spotify.com/v1/albums/4M2nKDFzIDHO7cScymLji5,25.0,,1JHWiZqATDzLpkKLOC88pW,WAKER,https://api.spotify.com/v1/artists/1JHWiZqATDzLpkKLOC88pW,18.0,5844.0,5th gen k-pop
2024-01-06,Minho,Stay for a night,https://youtu.be/yjcJirgKk2Q,Boy Solo,Major,5rzgBuzs1sYUm4FulagBnu,https://api.spotify.com/v1/tracks/5rzgBuzs1sYUm4FulagBnu,Stay for a night,45.0,185920.0,1.0,6jbFp6nxsfb6nqxWcShE1y,Stay for a night,single,2024-01-06,1.0,https://api.spotify.com/v1/albums/6jbFp6nxsfb6nqxWcShE1y,32.0,,08uRwDeNv1d7FSwlOUZdSn,MINHO,https://api.spotify.com/v1/artists/08uRwDeNv1d7FSwlOUZdSn,35.0,201249.0,k-pop
2024-01-06,Minho,Stay for a night,https://youtu.be/yjcJirgKk2Q,Boy Solo,Major,5rzgBuzs1sYUm4FulagBnu,https://api.spotify.com/v1/tracks/5rzgBuzs1sYUm4FulagBnu,Stay for a night,45.0,185920.0,1.0,6jbFp6nxsfb6nqxWcShE1y,Stay for a night,single,2024-01-06,1.0,https://api.spotify.com/v1/albums/6jbFp6nxsfb6nqxWcShE1y,32.0,,08uRwDeNv1d7FSwlOUZdSn,MINHO,https://api.spotify.com/v1/artists/08uRwDeNv1d7FSwlOUZdSn,35.0,201249.0,k-pop
2024-01-05,RIIZE,Love 119,https://youtu.be/0TAAUWHo4Ec,Boy,Major,4ndxCrtl74lgOdF6Lz7bIq,https://api.spotify.com/v1/tracks/4ndxCrtl74lgOdF6Lz7bIq,Love 119,69.0,173489.0,1.0,4ZPRXMBmjip4Bqgjpd7tqn,Love 119,single,2024-01-05,1.0,https://api.spotify.com/v1/albums/4ZPRXMBmjip4Bqgjpd7tqn,56.0,,2jOm3cYujQx6o1dxuiuqaX,RIIZE,https://api.spotify.com/v1/artists/2jOm3cYujQx6o1dxuiuqaX,67.0,691565.0,5th gen k-pop
2024-01-05,Geenius,Voyage,https://youtu.be/KnoZi2E7RDw,Girl,Major,2OEhXjr5QdfspwjBR85fDv,https://api.spotify.com/v1/tracks/2OEhXjr5QdfspwjBR85fDv,Voyage,37.0,209840.0,1.0,6CobHMfICe9j5tZTZOacrQ,Voyage,single,2024-01-05,1.0,https://api.spotify.com/v1/albums/6CobHMfICe9j5tZTZOacrQ,24.0,,1E9Grth4BtkGuX16ppAVyb,Geenius,https://api.spotify.com/v1/artists/1E9Grth4BtkGuX16ppAVyb,17.0,9903.0,5th gen k-pop
2024-01-04,Jeong Sewoon,Quiz,https://youtu.be/6dROYlUyNbo,Boy Solo,Major,2WvHcLvA1JVVljJH9wT5RF,https://api.spotify.com/v1/tracks/2WvHcLvA1JVVljJH9wT5RF,Quiz,29.0,188360.0,1.0,13gI4MN1K937wF0aqKJ1vd,Quiz,single,2024-01-04,8.0,https://api.spotify.com/v1/albums/13gI4MN1K937wF0aqKJ1vd,23.0,,2l9aF9jOgB7GI1uyNkx836,JEONG SEWOON,https://api.spotify.com/v1/artists/2l9aF9jOgB7GI1uyNkx836,44.0,271297.0,"k-pop, korean ost"
